environment,genotype,observed,predicted,method
BRK_22,SD4893,78.5,74.27473549848904,ridge_pc5_lo
BRK_22,SD4924,70.3,77.28422815055792,ridge_pc5_lo
BRK_22,SD5030,75.2,78.76842803156758,ridge_pc5_lo
BRK_22,SD5038,75.2,77.08481909954902,ridge_pc5_lo
BRK_22,SD5051,77.3,75.08811524532769,ridge_pc5_lo
BRK_22,MN17065-2,78.7,76.15121817412462,ridge_pc5_lo
BRK_22,MN18081-5,78.0,75.36151853196127,ridge_pc5_lo
BRK_22,MN18163-5,76.0,79.99626281348787,ridge_pc5_lo
BRK_22,MN18179-4,83.2,78.88339895468391,ridge_pc5_lo
BRK_22,MN18292-3,76.3,72.82651986182836,ridge_pc5_lo
BRK_22,NDHRS13-0156-C04,73.2,78.83429348402977,ridge_pc5_lo
BRK_22,NDHRS13-0177-0001,77.7,81.52468216893169,ridge_pc5_lo
BRK_22,NDHRS13-0309-B03,82.7,81.17253811567038,ridge_pc5_lo
BRK_22,NDHRS17-0596-B28,78.5,75.66108175321217,ridge_pc5_lo
BRK_22,ND2710,82.5,73.99589857581856,ridge_pc5_lo
BRK_22,BACUP,76.3,80.20197627155257,ridge_pc5_lo
BRK_22,WHEATON,64.7,75.58709809368753,ridge_pc5_lo
BRK_23,MT21214,84.5,69.79720117079756,ridge_pc5_lo
BRK_23,MT21222,83.1,67.4801238026311,ridge_pc5_lo
BRK_23,MT21305,82.9,79.23060227789816,ridge_pc5_lo
BRK_23,MT21352,79.4,64.97422306901484,ridge_pc5_lo
BRK_23,MT21384,76.5,69.09184468330524,ridge_pc5_lo
BRK_23,NDHRS15-0006-B02,91.5,91.99529576940031,ridge_pc5_lo
BRK_23,NDHRS15-0006-C29,81.7,91.6090121750524,ridge_pc5_lo
BRK_23,NDHRS15-0037-C52,85.6,91.6955360849166,ridge_pc5_lo
BRK_23,NDHRS15-0405-C34,87.5,89.5356996999609,ridge_pc5_lo
BRK_23,NDHRS16RIL-0190-019,86.4,92.2953884391139,ridge_pc5_lo
BRK_23,SD5101,85.0,85.9104646453012,ridge_pc5_lo
BRK_23,SD5117,81.9,88.28063041873295,ridge_pc5_lo
BRK_23,SD5127,86.3,84.82617957610606,ridge_pc5_lo
BRK_23,SD5132,86.7,88.54912360022772,ridge_pc5_lo
BRK_23,SD5145,83.2,88.49430517934563,ridge_pc5_lo
BRK_23,SD5159,83.8,90.84113520294756,ridge_pc5_lo
BRK_23,MN18091-2,84.8,84.6966965615108,ridge_pc5_lo
BRK_23,MN19114-3,85.2,88.43349900049498,ridge_pc5_lo
BRK_23,MN19146-4,90.5,91.94584812872915,ridge_pc5_lo
BRK_23,MN19257-1,88.0,87.8727406113289,ridge_pc5_lo
BRK_23,MN20231-2,84.5,86.89454147121336,ridge_pc5_lo
BRK_23,MT21220,87.0,67.16817605013384,ridge_pc5_lo
BRK_23,ND2710,92.5,82.89262919687133,ridge_pc5_lo
BRK_23,BACUP,87.0,88.3977667845949,ridge_pc5_lo
BRK_23,WHEATON,74.7,84.01355320108256,ridge_pc5_lo
BRK_24,AAC_HODGE,71.3,71.40321081423328,ridge_pc5_lo
BRK_24,AAC_SPIKE,70.2,70.51332832927415,ridge_pc5_lo
BRK_24,AAC_WESTKING,69.7,70.33946216813753,ridge_pc5_lo
BRK_24,BW5095,59.8,67.85767923188853,ridge_pc5_lo
BRK_24,HY2136,57.7,64.60933763571673,ridge_pc5_lo
BRK_24,MT21224,53.5,50.920289703512445,ridge_pc5_lo
BRK_24,MT22071,61.5,49.67478179006214,ridge_pc5_lo
BRK_24,MT22345,44.0,56.702319329391685,ridge_pc5_lo
BRK_24,MT22361,55.7,54.761925211171246,ridge_pc5_lo
BRK_24,MT23004,56.7,52.45780029249633,ridge_pc5_lo
BRK_24,MT23297,56.7,57.25576899832557,ridge_pc5_lo
BRK_24,NDHRS18-0069-B077,75.0,66.52270418391602,ridge_pc5_lo
BRK_24,NDHRS18-0105-B080,82.6,68.12581899835857,ridge_pc5_lo
BRK_24,NDHRS18-0178-B057,67.0,74.1700247069734,ridge_pc5_lo
BRK_24,NDHRS18-0180-B101,77.6,71.03802041765596,ridge_pc5_lo
BRK_24,NDHRS18-0261-B234,73.1,73.96920477237613,ridge_pc5_lo
BRK_24,NDHRS19RIL-0121-212-1,79.6,73.59215697515873,ridge_pc5_lo
BRK_24,SD5050,67.2,65.22433106975498,ridge_pc5_lo
BRK_24,SD5153,71.0,72.19796618070964,ridge_pc5_lo
BRK_24,SD5158,81.8,66.35438629553471,ridge_pc5_lo
BRK_24,SD5193,68.3,68.83318431977081,ridge_pc5_lo
BRK_24,SD5195,75.9,72.50361172375067,ridge_pc5_lo
BRK_24,SD5203,75.9,68.73464421032125,ridge_pc5_lo
BRK_24,SD5223,76.7,69.01243601947925,ridge_pc5_lo
BRK_24,MN19342-1,66.5,76.07581518129962,ridge_pc5_lo
BRK_24,MN20080-3,69.7,69.69365193362673,ridge_pc5_lo
BRK_24,MN20081-2,69.2,70.65918286881863,ridge_pc5_lo
BRK_24,MN20171-1,73.5,66.12350539466716,ridge_pc5_lo
BRK_24,MN20172-2,62.5,65.67587774007124,ridge_pc5_lo
BRK_24,MT21220,56.3,49.00351762563131,ridge_pc5_lo
BRK_24,ND2710,78.4,64.72797077236878,ridge_pc5_lo
BRK_24,BACUP,61.2,72.43891951922627,ridge_pc5_lo
BRK_24,WHEATON,41.8,66.42132171186806,ridge_pc5_lo
BRK_97,ND691,45.5,42.576745898500555,ridge_pc5_lo
BRK_97,PARSHALL,30.0,52.893327079808635,ridge_pc5_lo
BRK_97,MN94346,55.2,37.580408158239834,ridge_pc5_lo
BRK_97,MN95124,48.2,41.10792352732005,ridge_pc5_lo
BRK_97,MN95211,57.8,37.9778953208171,ridge_pc5_lo
BRK_97,SCHOLAR,34.2,31.582215506497796,ridge_pc5_lo
BRK_97,MCVEY,37.3,52.780962480298086,ridge_pc5_lo
BRK_97,D87-240,24.700000000000003,46.67212349872886,ridge_pc5_lo
BRK_97,2375,34.0,53.332439670014395,ridge_pc5_lo
BRK_97,ND2710,81.2,38.34668126038144,ridge_pc5_lo
BRK_97,BACUP,77.2,49.10914671174475,ridge_pc5_lo
BRK_97,WHEATON,21.299999999999997,49.85042655829612,ridge_pc5_lo
BRK_98,LANGDON,22.700000000000003,30.273527371008612,ridge_pc5_lo
BRK_98,BRIGGS,35.7,30.49633315061087,ridge_pc5_lo
BRK_98,SD3345,23.299999999999997,32.02428713369346,ridge_pc5_lo
BRK_98,MN97237,30.299999999999997,24.70676615067464,ridge_pc5_lo
BRK_98,MN97762,22.0,36.652603101460045,ridge_pc5_lo
BRK_98,MN97847,38.0,38.93726650084585,ridge_pc5_lo
BRK_98,MCVEY,33.3,39.21120595087402,ridge_pc5_lo
BRK_98,ND2891,40.0,37.31325573759485,ridge_pc5_lo
BRK_98,2375,27.299999999999997,39.762683140590326,ridge_pc5_lo
BRK_98,ND2710,56.0,30.460139298252635,ridge_pc5_lo
BRK_98,BACUP,48.3,35.56006146176675,ridge_pc5_lo
BRK_98,WHEATON,13.0,36.28067002887205,ridge_pc5_lo
BRK_99,ACBARRIE,13.0,40.92505485892171,ridge_pc5_lo
BRK_99,SD3310,61.0,39.747788544452575,ridge_pc5_lo
BRK_99,SD3407,44.0,39.693494912306875,ridge_pc5_lo
BRK_99,SD3414,55.0,41.231625803293696,ridge_pc5_lo
BRK_99,MN97518,47.0,38.45984669077031,ridge_pc5_lo
BRK_99,MN97596,32.0,49.605424782536424,ridge_pc5_lo
BRK_99,MN97603,37.0,46.29001732068775,ridge_pc5_lo
BRK_99,MN98068,34.0,50.0065266682824,ridge_pc5_lo
BRK_99,MN98513,46.0,42.90802979849067,ridge_pc5_lo
BRK_99,ND2891,52.0,45.92733274697747,ridge_pc5_lo
BRK_99,2375,29.0,49.46226349927885,ridge_pc5_lo
BRK_99,ND2710,66.0,39.07421630763526,ridge_pc5_lo
BRK_99,BACUP,44.0,45.39648910602311,ridge_pc5_lo
BRK_99,WHEATON,16.0,45.980250387560574,ridge_pc5_lo
CRK_00,PI182561,92.2,76.97000490188184,ridge_pc5_lo
CRK_00,PI382161,94.2,80.04920930755547,ridge_pc5_lo
CRK_00,PI382167,92.0,76.4864407839266,ridge_pc5_lo
CRK_00,PI81791,88.7,74.65049819065729,ridge_pc5_lo
CRK_00,MN97039,74.7,74.8279597406145,ridge_pc5_lo
CRK_00,MN97561,73.3,80.55416713208541,ridge_pc5_lo
CRK_00,MN98037,82.5,79.8391031132182,ridge_pc5_lo
CRK_00,MN98092,73.2,82.54144500960025,ridge_pc5_lo
CRK_00,MN98208,65.5,80.65261926735896,ridge_pc5_lo
CRK_00,MN98389,82.7,74.91645046095027,ridge_pc5_lo
CRK_00,2375,67.0,83.07184462654743,ridge_pc5_lo
CRK_00,ND2710,83.3,75.06499010387267,ridge_pc5_lo
CRK_00,BACUP,80.2,81.35167450762178,ridge_pc5_lo
CRK_00,WHEATON,52.7,79.58983151482919,ridge_pc5_lo
CRK_01,PI104131,93.3,82.36288795111165,ridge_pc5_lo
CRK_01,PI185380,89.7,88.66004872612346,ridge_pc5_lo
CRK_01,PI349478,98.0,87.98012810084089,ridge_pc5_lo
CRK_01,PI382140,86.4,87.39789222288111,ridge_pc5_lo
CRK_01,MN99109,88.9,87.86749175378654,ridge_pc5_lo
CRK_01,MN99112,91.1,84.65862743730256,ridge_pc5_lo
CRK_01,MN99126,93.2,86.05092942293284,ridge_pc5_lo
CRK_01,MN99192,95.0,85.6806635053066,ridge_pc5_lo
CRK_01,MN99322,83.0,93.06577019959715,ridge_pc5_lo
CRK_01,2375,74.3,93.49233113183712,ridge_pc5_lo
CRK_01,ND2710,88.2,84.75690203594591,ridge_pc5_lo
CRK_01,BACUP,94.9,91.3280182579658,ridge_pc5_lo
CRK_01,WHEATON,71.4,90.01031802011887,ridge_pc5_lo
CRK_03,BUCKAUSTRAL,42.1,57.9851669619337,ridge_pc5_lo
CRK_03,KLEINCONDOR,36.1,63.509567175567746,ridge_pc5_lo
CRK_03,ARTEMOWSKA,65.3,59.93412443724811,ridge_pc5_lo
CRK_03,ALBIDUM43,63.0,61.65103625390456,ridge_pc5_lo
CRK_03,SD3746,37.1,66.86834447973447,ridge_pc5_lo
CRK_03,STEPNJACHKA,62.4,65.79078570018275,ridge_pc5_lo
CRK_03,MN01116,90.1,66.81723867668633,ridge_pc5_lo
CRK_03,MN01180,93.3,65.71236340650437,ridge_pc5_lo
CRK_03,MN01281,87.9,65.29104639120906,ridge_pc5_lo
CRK_03,MN99433-1,71.5,62.708187183483346,ridge_pc5_lo
CRK_03,ND03_1-15,63.1,68.2245066407994,ridge_pc5_lo
CRK_03,ND03_1-9,72.0,67.32459723687357,ridge_pc5_lo
CRK_03,2375,57.3,69.94610383435716,ridge_pc5_lo
CRK_03,ND2710,94.3,61.41497162435176,ridge_pc5_lo
CRK_03,BACUP,69.7,71.39485393487136,ridge_pc5_lo
CRK_03,WHEATON,30.5,66.46409072263891,ridge_pc5_lo
CRK_04,MN00187-3,98.0,72.61433844992105,ridge_pc5_lo
CRK_04,MN01164,88.0,81.6938372356082,ridge_pc5_lo
CRK_04,MN01NIL84-5-5-15,96.1,77.55629330550383,ridge_pc5_lo
CRK_04,MN99220-4,89.6667,78.7972695479278,ridge_pc5_lo
CRK_04,MN99341-2-5,94.63333,79.78302175455687,ridge_pc5_lo
CRK_04,ND03_1-15,61.1,82.93012151620687,ridge_pc5_lo
CRK_04,ND03_1-9,86.5333,77.9765962757559,ridge_pc5_lo
CRK_04,NDSW0345,59.0,67.63785257234491,ridge_pc5_lo
CRK_04,RUGBY,59.7,75.71765618695284,ridge_pc5_lo
CRK_04,2375,50.7,80.59810287323948,ridge_pc5_lo
CRK_04,ND2710,96.43333,71.68841502934728,ridge_pc5_lo
CRK_04,BACUP,77.3,78.00344564567902,ridge_pc5_lo
CRK_04,WHEATON,18.533299999999997,77.11608976152124,ridge_pc5_lo
CRK_07,ES101,23.0,66.82813800514667,ridge_pc5_lo
CRK_07,MN03013-3-2,79.5,71.63946317389919,ridge_pc5_lo
CRK_07,MN03191-2-1,54.5,62.09448358677271,ridge_pc5_lo
CRK_07,NDSW0430,73.8,69.97440051540447,ridge_pc5_lo
CRK_07,MN00209-3-1,86.6,59.88047238681005,ridge_pc5_lo
CRK_07,MN02222-1,84.6,60.41010652747611,ridge_pc5_lo
CRK_07,RUGBY,28.700000000000003,71.12239216548811,ridge_pc5_lo
CRK_07,BRICK,89.6,68.69439274142559,ridge_pc5_lo
CRK_07,2375,62.0,70.28490148830672,ridge_pc5_lo
CRK_07,ND2710,95.1,58.02270373238023,ridge_pc5_lo
CRK_07,BACUP,73.6,73.4081816242143,ridge_pc5_lo
CRK_07,WHEATON,18.799999999999997,66.80288837658847,ridge_pc5_lo
CRK_09,FOREFRONT,94.83333333333331,81.37167366801988,ridge_pc5_lo
CRK_09,SD4011,91.0,82.96567901310384,ridge_pc5_lo
CRK_09,SD4027,78.6,84.44068771182621,ridge_pc5_lo
CRK_09,SELECT,94.1,83.01673133928334,ridge_pc5_lo
CRK_09,MN05152-1-1,91.96666666666668,92.12096564829744,ridge_pc5_lo
CRK_09,MN06049-1-3,94.96666666666668,87.76190092888055,ridge_pc5_lo
CRK_09,MN06202-3-1,92.46666666666668,88.69671275941448,ridge_pc5_lo
CRK_09,MN06213-6-2-4,88.3666666666667,90.6551234679044,ridge_pc5_lo
CRK_09,MN06219-2-2,86.6,91.3208376755075,ridge_pc5_lo
CRK_09,2375,83.3333333333333,92.85620499222466,ridge_pc5_lo
CRK_09,ND2710,94.96666666666668,81.82395850962865,ridge_pc5_lo
CRK_09,BACUP,91.36666666666667,88.57163481400616,ridge_pc5_lo
CRK_09,WHEATON,32.1666666666667,89.37419188050642,ridge_pc5_lo
CRK_10,MT09SCAB16,24.5,57.79411253352335,ridge_pc5_lo
CRK_10,MT09SCAB3,55.1,62.227590275795485,ridge_pc5_lo
CRK_10,MT09SCAB5,62.7,50.33975736470803,ridge_pc5_lo
CRK_10,MT09SCAB9,57.8,54.05220732900856,ridge_pc5_lo
CRK_10,FN09-17017,91.2,79.31771831118286,ridge_pc5_lo
CRK_10,FN09-17210,93.0,81.6470347072893,ridge_pc5_lo
CRK_10,FN09-17213,92.5,75.40679502163364,ridge_pc5_lo
CRK_10,FN09-17270,96.4,71.75780784129451,ridge_pc5_lo
CRK_10,FN09-17275,96.5,83.48468200176809,ridge_pc5_lo
CRK_10,MN06216-6-2-4,92.1,82.7569573487756,ridge_pc5_lo
CRK_10,MN07049-7-3,91.1,80.30477634049524,ridge_pc5_lo
CRK_10,MN07183-3,85.0,75.9048247754298,ridge_pc5_lo
CRK_10,ALSEN,75.9,84.07766454552265,ridge_pc5_lo
CRK_10,2375,59.7,81.85727333404131,ridge_pc5_lo
CRK_10,ND2710,90.6,72.67452661965886,ridge_pc5_lo
CRK_10,BACUP,90.0,76.09543438626034,ridge_pc5_lo
CRK_10,WHEATON,25.0,78.37526022232306,ridge_pc5_lo
CRK_12,11EXP13-105,87.2,83.25335410529021,ridge_pc5_lo
CRK_12,11EXP13-107,74.8,82.26316199494532,ridge_pc5_lo
CRK_12,11EXP13-43,80.76666666666671,84.18986663657509,ridge_pc5_lo
CRK_12,11EXP13-65,62.6,83.52023256361733,ridge_pc5_lo
CRK_12,11EXP13-78,86.2,84.6000181109488,ridge_pc5_lo
CRK_12,SD4361,85.2666666666667,78.33923869164308,ridge_pc5_lo
CRK_12,SD4366,70.3666666666667,86.95297601291917,ridge_pc5_lo
CRK_12,SD4388,71.9666666666667,87.18734840158791,ridge_pc5_lo
CRK_12,SD4394,91.16666666666669,74.04301345451336,ridge_pc5_lo
CRK_12,SD4397,92.13333333333333,84.12892248625097,ridge_pc5_lo
CRK_12,MN08166,92.7,81.4289607623785,ridge_pc5_lo
CRK_12,MN08173,78.2,79.55797784614832,ridge_pc5_lo
CRK_12,MN09027,96.66666666666669,79.65670582785009,ridge_pc5_lo
CRK_12,MN09071,72.56666666666669,82.18950778347161,ridge_pc5_lo
CRK_12,MN09121,84.4333333333333,75.69185493946635,ridge_pc5_lo
CRK_12,BW928,81.1666666666667,84.05997195970157,ridge_pc5_lo
CRK_12,ALSEN,78.1,86.51672030062034,ridge_pc5_lo
CRK_12,2375,60.4,85.58265858289634,ridge_pc5_lo
CRK_12,ND2710,94.0,77.10285328321405,ridge_pc5_lo
CRK_12,BACUP,87.1833333333333,80.95816045925022,ridge_pc5_lo
CRK_12,WHEATON,28.716666666666697,82.1006454711781,ridge_pc5_lo
CRK_13,SD4487,62.1,70.08726468708333,ridge_pc5_lo
CRK_13,SD4518,59.95,76.38854084440383,ridge_pc5_lo
CRK_13,SD4536,56.3,80.11293573740116,ridge_pc5_lo
CRK_13,SD4541,64.1,76.26001123554717,ridge_pc5_lo
CRK_13,SD4544,61.1,70.31497565264857,ridge_pc5_lo
CRK_13,MN09157,91.6,76.32649252431749,ridge_pc5_lo
CRK_13,MN10055,90.8,72.4057380495934,ridge_pc5_lo
CRK_13,MN10285,95.2,82.04999603058596,ridge_pc5_lo
CRK_13,MN10362,96.55,69.42149153186908,ridge_pc5_lo
CRK_13,MN10368,81.45,76.37048264535375,ridge_pc5_lo
CRK_13,12-14-147,83.8,75.00688602239403,ridge_pc5_lo
CRK_13,12-14-158,71.5,76.83104403225455,ridge_pc5_lo
CRK_13,12-14-172,77.25,83.18029797331847,ridge_pc5_lo
CRK_13,12-14-97,79.8,77.91349441862631,ridge_pc5_lo
CRK_13,ALSEN,74.2,83.2801549643041,ridge_pc5_lo
CRK_13,2375,61.65,79.9223799255433,ridge_pc5_lo
CRK_13,ND2710,93.5,70.22896266381751,ridge_pc5_lo
CRK_13,BACUP,81.725,78.21361081499889,ridge_pc5_lo
CRK_13,WHEATON,26.09999999999999,76.44036681382505,ridge_pc5_lo
CRK_14,SD4504,87.7,89.88189757766992,ridge_pc5_lo
CRK_14,SD4508,86.6,79.52235889104887,ridge_pc5_lo
CRK_14,SD4510,86.5,78.13502097254077,ridge_pc5_lo
CRK_14,SD4514,88.0,89.76090650997037,ridge_pc5_lo
CRK_14,SD4546,87.65,90.35450112657726,ridge_pc5_lo
CRK_14,MN10021,97.65,79.32217516886914,ridge_pc5_lo
CRK_14,MN10388,95.1,82.98346618677203,ridge_pc5_lo
CRK_14,MN11074,83.1,82.40115422957841,ridge_pc5_lo
CRK_14,MN11397-1,86.85,82.94852612547761,ridge_pc5_lo
CRK_14,MN11405,90.7,81.22206987685877,ridge_pc5_lo
CRK_14,12-14-147,87.6,84.33704455800611,ridge_pc5_lo
CRK_14,12-14-158,83.95,86.21411615977313,ridge_pc5_lo
CRK_14,12-14-172,75.75,92.20980134527215,ridge_pc5_lo
CRK_14,12-14-97,84.5,88.28871711790863,ridge_pc5_lo
CRK_14,ALSEN,84.15,92.30965833625778,ridge_pc5_lo
CRK_14,2375,60.65,89.25253846115538,ridge_pc5_lo
CRK_14,ND2710,90.75,79.61203479133609,ridge_pc5_lo
CRK_14,BACUP,86.1,85.61191076108852,ridge_pc5_lo
CRK_14,WHEATON,40.45,85.77052534943714,ridge_pc5_lo
CRK_15,14-13-106,70.65,75.88686547692244,ridge_pc5_lo
CRK_15,14-13-135,90.55,73.12493944234645,ridge_pc5_lo
CRK_15,14-13-14,65.55,78.36561162306141,ridge_pc5_lo
CRK_15,14-13-21,86.75,76.20791777108181,ridge_pc5_lo
CRK_15,14-13-97,71.3,75.10480238541676,ridge_pc5_lo
CRK_15,SD4559,65.65,71.75596889951359,ridge_pc5_lo
CRK_15,SD4582,88.15,77.03352323647286,ridge_pc5_lo
CRK_15,SD4595,66.25,71.42927174012951,ridge_pc5_lo
CRK_15,SD4605,58.65,73.89765595361817,ridge_pc5_lo
CRK_15,SD4607,57.3,73.87466738960657,ridge_pc5_lo
CRK_15,MN11326-3,87.0,72.98112986041833,ridge_pc5_lo
CRK_15,MN12265-1,66.45,70.8841189998849,ridge_pc5_lo
CRK_15,MN12307-3,85.05,73.1861716229822,ridge_pc5_lo
CRK_15,MN12423-5,90.75,68.3467112611151,ridge_pc5_lo
CRK_15,MN12545-3,84.1,74.96327956301448,ridge_pc5_lo
CRK_15,ALSEN,61.0,79.14753525855978,ridge_pc5_lo
CRK_15,2375,47.55,75.45349450956226,ridge_pc5_lo
CRK_15,ND2710,90.25,69.68158859877329,ridge_pc5_lo
CRK_15,BACUP,73.2,75.81760455127409,ridge_pc5_lo
CRK_15,WHEATON,25.450000000000003,71.97148139784402,ridge_pc5_lo
CRK_16,MT1348,36.65,57.06351165879941,ridge_pc5_lo
CRK_16,MT1401,59.0,48.113015593950664,ridge_pc5_lo
CRK_16,ND820,76.75,73.24860672074351,ridge_pc5_lo
CRK_16,ND822,62.95,75.10290175743775,ridge_pc5_lo
CRK_16,ND824,90.7,75.34554593847929,ridge_pc5_lo
CRK_16,SD4587,90.1,70.64764956198763,ridge_pc5_lo
CRK_16,SD4589,83.35,72.31961221092195,ridge_pc5_lo
CRK_16,SD4621,77.9,64.80186096400791,ridge_pc5_lo
CRK_16,SD4645,80.5,67.70551329393753,ridge_pc5_lo
CRK_16,SD4675,87.35,67.32485335478492,ridge_pc5_lo
CRK_16,IDO1403S,38.85,67.5605267932531,ridge_pc5_lo
CRK_16,IDO1405S,5.0,59.51669742489333,ridge_pc5_lo
CRK_16,IDO1601S,21.59999999999999,61.12342988815097,ridge_pc5_lo
CRK_16,IDO1603S,21.75,69.54044908993646,ridge_pc5_lo
CRK_16,UISTONE,52.2,61.41937955284128,ridge_pc5_lo
CRK_16,LANG-MN,83.15,74.61637220129522,ridge_pc5_lo
CRK_16,MN11394-6,90.25,61.536659218886186,ridge_pc5_lo
CRK_16,MN13056-7,86.65,63.10538186339732,ridge_pc5_lo
CRK_16,MN13064-2,81.45,72.96979886489136,ridge_pc5_lo
CRK_16,MN13515-8,87.9,61.97826559344505,ridge_pc5_lo
CRK_16,MT1316,79.15,67.6033423221534,ridge_pc5_lo
CRK_16,ND-VITPRO,83.85,77.50325217114941,ridge_pc5_lo
CRK_16,ND828,81.4,72.26803623423457,ridge_pc5_lo
CRK_16,ALSEN,76.85,71.03069788534117,ridge_pc5_lo
CRK_16,2375,67.1,76.32428414797776,ridge_pc5_lo
CRK_16,ND2710,89.2,66.12603252362146,ridge_pc5_lo
CRK_16,BACUP,80.7,71.03150590743441,ridge_pc5_lo
CRK_16,WHEATON,15.450000000000005,72.84227103625952,ridge_pc5_lo
CRK_17,ND830,80.05,82.46790378246247,ridge_pc5_lo
CRK_17,ND833,75.45,82.29236930468763,ridge_pc5_lo
CRK_17,NDHRS16-12-19,59.95,87.62757573133227,ridge_pc5_lo
CRK_17,NDHRS16-12-31,83.85,86.97565333175973,ridge_pc5_lo
CRK_17,NDHRS16-12-52,82.8,81.00357326314753,ridge_pc5_lo
CRK_17,SD4691,90.95,81.86228213180735,ridge_pc5_lo
CRK_17,SD4705,87.85,80.0820482208499,ridge_pc5_lo
CRK_17,SD4710,88.3,77.35467442453115,ridge_pc5_lo
CRK_17,SD4724,81.55,82.04900129422174,ridge_pc5_lo
CRK_17,SD4741,78.55,78.16684268192266,ridge_pc5_lo
CRK_17,MN13304-5,75.5,78.20754723172789,ridge_pc5_lo
CRK_17,MN14138-4,86.85,80.26644493520749,ridge_pc5_lo
CRK_17,MN14470-5,79.95,80.32828701396814,ridge_pc5_lo
CRK_17,MN14669-1,88.05,80.91940001580299,ridge_pc5_lo
CRK_17,ALSEN,82.95,89.36324864039666,ridge_pc5_lo
CRK_17,2375,73.2,84.53337029518124,ridge_pc5_lo
CRK_17,ND2710,90.5,75.4029396631883,ridge_pc5_lo
CRK_17,BACUP,85.05,83.08130602255729,ridge_pc5_lo
CRK_17,WHEATON,41.4,81.051357183463,ridge_pc5_lo
CRK_19,LANNING,66.2,66.96965386854617,ridge_pc5_lo
CRK_19,MT1767,25.09999999999999,53.34130137830542,ridge_pc5_lo
CRK_19,VIDA,51.75,51.20734586786227,ridge_pc5_lo
CRK_19,NDHRS14-0136-C06,59.6,72.64917614930788,ridge_pc5_lo
CRK_19,NDHRS16-14-36,68.95,73.66703218945436,ridge_pc5_lo
CRK_19,NDHRS16-16-665,92.95,71.04194302443301,ridge_pc5_lo
CRK_19,SD4740,66.95,70.72784156938344,ridge_pc5_lo
CRK_19,SD4834,78.85,74.68868381089224,ridge_pc5_lo
CRK_19,SD4859,79.85,68.4584482319547,ridge_pc5_lo
CRK_19,SD4865,76.85,70.90389490218693,ridge_pc5_lo
CRK_19,SD4868,67.8,66.81195981293186,ridge_pc5_lo
CRK_19,MN15155-2,80.6,67.35266674386011,ridge_pc5_lo
CRK_19,MN16028,64.8,66.88647698638934,ridge_pc5_lo
CRK_19,MN16040,81.8,74.00216463008148,ridge_pc5_lo
CRK_19,MN16262-3,84.25,68.1554719524777,ridge_pc5_lo
CRK_19,MN16317-5,96.4,67.22341505352463,ridge_pc5_lo
CRK_19,MT1621,45.35,53.962427372430646,ridge_pc5_lo
CRK_19,NDHRS13-0170-0004,70.6,74.58750493097746,ridge_pc5_lo
CRK_19,MT1716,55.1,57.46888464432776,ridge_pc5_lo
CRK_19,ND-HERON,75.4,71.39433431141632,ridge_pc5_lo
CRK_19,ALSEN,74.85,77.86731997478222,ridge_pc5_lo
CRK_19,ND2710,89.05,64.99029487817359,ridge_pc5_lo
CRK_19,BACUP,75.15,71.35092678528571,ridge_pc5_lo
CRK_19,WHEATON,19.34999999999999,71.13094454498851,ridge_pc5_lo
CRK_20,MT1775,59.8,62.43291803050508,ridge_pc5_lo
CRK_20,MT1809,78.8,68.76738785888828,ridge_pc5_lo
CRK_20,MT1866,85.25,65.32072196324258,ridge_pc5_lo
CRK_20,MT1871,53.3,71.82908156023672,ridge_pc5_lo
CRK_20,MT1872,62.8,74.5611828521319,ridge_pc5_lo
CRK_20,NDHRS13-0114-C06,84.85,86.27302560171393,ridge_pc5_lo
CRK_20,NDHRS13-0121-C05,73.65,85.48335535859431,ridge_pc5_lo
CRK_20,NDHRS13-0215-C03,92.1,80.40084560426017,ridge_pc5_lo
CRK_20,NDHRS13-0318-0003,82.15,82.16552770262662,ridge_pc5_lo
CRK_20,SD4848,84.9,85.99398151927063,ridge_pc5_lo
CRK_20,SD4917,80.2,78.55442909850821,ridge_pc5_lo
CRK_20,SD4926,87.25,78.8887900916392,ridge_pc5_lo
CRK_20,SD4947,91.15,75.7202713183731,ridge_pc5_lo
CRK_20,SD4950,96.15,73.94281928052499,ridge_pc5_lo
CRK_20,MN16103-1,87.65,80.0400379300123,ridge_pc5_lo
CRK_20,MN16277-3,86.5,80.61585629509784,ridge_pc5_lo
CRK_20,MN16340-8,80.7,79.5717593113122,ridge_pc5_lo
CRK_20,MN16360-1,88.0,83.38300759578635,ridge_pc5_lo
CRK_20,MN16408-5,88.65,83.50244711517776,ridge_pc5_lo
CRK_20,NDHRS13-0170-0004,84.5,82.6227042406416,ridge_pc5_lo
CRK_20,MT1855,62.9,75.95855698320861,ridge_pc5_lo
CRK_20,MT1716,71.85,67.8327698751387,ridge_pc5_lo
CRK_20,ND-HERON,71.65,79.42953362108045,ridge_pc5_lo
CRK_20,ALSEN,83.9,88.23120520559314,ridge_pc5_lo
CRK_20,ND2710,92.4,79.71376136748195,ridge_pc5_lo
CRK_20,BACUP,92.3,83.14129912037103,ridge_pc5_lo
CRK_20,WHEATON,51.85,79.16614385465265,ridge_pc5_lo
CRK_22,MT21076,57.15,52.13334225087856,ridge_pc5_lo
CRK_22,MT21082,27.59999999999999,52.17391573374817,ridge_pc5_lo
CRK_22,MT21089,40.3,70.83445192001275,ridge_pc5_lo
CRK_22,MT21091,59.25,69.29829452324009,ridge_pc5_lo
